Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position,Status,Command
dg-sp37280,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_10387.jpg,2,,
dg-sp36624,Conos de entrenamiento tortuga 50 pcs,<ul><li>Conos de entrenamiento tortuga.</li><li>Contiene 50 piezas y soporte de plástico para transportarlos.</li><li>Medida conos: 19 x 5 cm.</li></ul>,Diego,Deporte,"Indumentaria, stock-verificado",TRUE,Título,Default Title,SP36624,600.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3500.jpg,1,,
dg-sp36624,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_10202.jpg,2,,
dg-tl30130,Extractor eólico de acero inoxidable - 30 cm.,<ul><li>Extractor eólico de acero inoxidable.</li><li>Medida de la base: 30 cm.</li></ul>,Diego,Ferretería,"Ferretería, stock-verificado",TRUE,Título,Default Title,TL30130,4785.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3346.jpg,1,,
dg-jhw10002,Mopa balde giratorio 360°  45x26x21cm,<ul><li>Mopa con balde escurridor con repuesto y válvula de desagüe.</li><li>Balde en plástico resistente y escurridor en acero inoxidable.</li><li>Cuenta con ruedas para fácil traslado y palo regulable hasta 1.20 mts.</li><li>Incluye 1 repuesto de mopa.</li><li>Medidas aproximadas del balde: 45 x 26 x 21 cm.</li><li>Disponible en color: gris/verde y gris/celeste. *COLOR Y DISEÑO SUJETO A DISPONIBILIDAD DE STOCK*</li></ul>,Diego,Hogar,"Limpieza, stock-verificado",TRUE,Título,Default Title,JHW10002,600.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_10186.jpg,1,,
dg-jhw10002,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_10182.jpg,2,,
dg-jhw10002,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_10183.jpg,3,,
dg-kc52220,Escurridor de platos 2 niveles de acero inoxidable 47x27x42cm,"<ul><li>Escurridor de platos 2 niveles de acero inoxidable, con cubiertero.</li><li>Medidas aproximadas del producto: 47 x 27 x 42 cm.</li><li>Lugar para 16 platos de 26 cm de diámetro.</li><li>Bandeja de depósito de agua extraíble.</li></ul>",Diego,Hogar,"Cocina, stock-verificado",TRUE,Título,Default Title,KC52220,1935.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3018.jpg,1,,
dg-kc52220,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3019.jpg,2,,
dg-ub5559,Sombrilla de playa con protección UV diámetro 1.50 mts.,<ul><li>Sombrilla de playa.</li><li>Diámetro 1.50 mts.</li><li>Confeccionada en tela con parte interior aluminizada y armazón de acero.</li></ul>,Diego,Camping,"Camping, stock-verificado",TRUE,Título,Default Title,UB5559,450.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3446.jpg,1,,
dg-ub5559,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_16520.jpg,2,,
dg-ub5559,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3447.jpg,3,,
dg-sp88012,"Mancuerna hexagonal 12,5 kg",<ul><li>Mancuerna hexagonal engomada Dumbbell 12.5 Kg</li><li>Hecha de hierro fundido sólido con un diseño estabilizador de 6 lados y envuelto en caucho.</li><li>Material: acero + goma.</li><li>Barra texturizada antideslizante.</li><li>El precio publicado es por una unidad.</li></ul>,Diego,Deporte,"Fitness, stock-verificado",TRUE,Título,Default Title,SP88012,2085.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3332.jpg,1,,
dg-sp88012,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3333.jpg,2,,
dg-sp88025,Mancuerna hexagonal 25 kg,<ul><li>Mancuerna hexagonal engomada Dumbbell 25 Kg</li><li>Hecha de hierro fundido sólido con un diseño estabilizador de 6 lados y envuelto en caucho.</li><li>Material: acero + goma.</li><li>Barra texturizada antideslizante.</li><li>El precio publicado es por una unidad.</li></ul>,Diego,Deporte,"Fitness, stock-verificado",TRUE,Título,Default Title,SP88025,4485.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3336.jpg,1,,
dg-sp88025,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3337.jpg,2,,
dg-sp37281,Banco para abdominales plegable 126 x 46 cm,<ul><li>Banco para abdominales plegable.</li><li>Medidas aproximadas del producto: 126 x 46 cm .</li><li>Altura regulable.</li><li>Modelo de tabla curva y acolchada.</li><li>Soportes para piernas y pies.</li></ul>,Diego,Deporte,"Indumentaria, stock-verificado",TRUE,Título,Default Title,SP37281,2235.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_59196.jpg,1,,
dg-jep26679,"Aspiradora inalámbrica a batería, recargable 0.5 L","<ul><li>Aspiradora inalámbrica a batería, recargable.</li><li>Sin cable, posee motor de cobre que reduce el sonido.</li><li>Capacidad del tanque 500 ml.</li><li>Batería de litio 22,2 V.</li><li>Incluye cepillo pequeño para llegar a los lugares más estrechos y filtro lavable para facilitar su limpieza.</li><li>Tiempo de carga aproximado: 5 horas.</li></ul>",Diego,Ferretería,"Ferretería, stock-verificado",TRUE,Título,Default Title,JEP26679,4485.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3172.jpg,1,,
dg-jep26679,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3173.jpg,2,,
dg-chw02376,Organizador para tablas y tapas 21.5x16x26cm. Blanco,<ul><li>Organizador para cocina</li><li>Permite dejar las tapas de las ollas y sartenes siempre ordenadas.</li><li>Su capacidad media es para 4 tapas.</li><li>Medida: 21.5 x 16 x 26 cm</li><li>Color: Blanco</li><li>Material: Acero recubierto.</li></ul>,Diego,Hogar,"Organizadores, stock-verificado",TRUE,Título,Default Title,CHW02376,300.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_33793.jpg,1,,
dg-chw02376,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3214.jpg,2,,
dg-jhw88013,Canasto para ropa plegable 60 x 38 x 70 cm,<ul><li>Cesto para ropa con patas plegables.</li><li>Longitud: 60cm.</li><li>Ancho: 38 cm.</li><li>Altura plegado 28cm.</li><li>Altura c/ patas 70cm.</li><li>Disponible en color: blanco y gris.</li><li>*COLOR Y DISEÑO SUJETO A DISPONIBILIDAD DE STOCK*</li></ul>,Diego,Hogar,"Organizadores, stock-verificado",TRUE,Título,Default Title,JHW88013,1035.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3208.jpg,1,,
