Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position
gb-deshumidificador-denx9201-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9201-1-izquierda-superior-800x800-1.png,5
gb-deshumidificador-denx9501-enxuta,Deshumidificador – DENX9501 – 50 Litros – Enxuta,Deshumidificador – DENX9501 – 50 Litros – Enxuta,Enxuta,Electro,"Climatización, Enxuta",TRUE,Título,Default Title,DENX9501,370.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-frente-800x800-1.png,1
gb-deshumidificador-denx9501-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-persp-derecha-800x800-1.png,2
gb-deshumidificador-denx9501-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-persp-derecha-abierto-800x800-1.png,3
gb-deshumidificador-denx9501-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-persp-izquierda-800x800-1.png,4
gb-deshumidificador-denx9501-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-panel-800x800-1.png,5
gb-deshumidificador-denx9501-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9501-atras-800x800-1.png,6
gb-deshumidificador-denx9301-enxuta,Deshumidificador – DENX9301 – 30 Litros – Enxuta,Deshumidificador – DENX9301 – 30 Litros – Enxuta,Enxuta,Electro,"Climatización, Enxuta",TRUE,Título,Default Title,DENX9301,285.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-frente-800x800-1.png,1
gb-deshumidificador-denx9301-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-derecha-800x800-1.png,2
gb-deshumidificador-denx9301-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-derecha-abierto-800x800-1.png,3
gb-deshumidificador-denx9301-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-panel-800x800-1.png,4
gb-deshumidificador-denx9301-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-persp-izquierda-800x800-1.png,5
gb-deshumidificador-denx9301-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9301-atras-800x800-1.png,6
gb-deshumidificador-denx9101-1-enxuta,Deshumidificador – DENX9101-1 – 10 Litros – Enxuta,Deshumidificador – DENX9101-1 – 10 Litros – Enxuta,Enxuta,Electro,"Climatización, Enxuta",TRUE,Título,Default Title,DENX9101,160.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-800x800-1.png,1
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-perspectiva-izquierda-800x800-1.png,2
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-perspectiva-derecha-800x800-1.png,3
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-superior-800x800-1.png,4
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-lateral-izquierdo-800x800-1.png,5
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-lateral-derecho-800x800-1.png,6
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-perspectiva-atras-800x800-1.png,7
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/DENX9101-1-atras-800x800-1.png,8
gb-deshumidificador-denx9101-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/denx9101-1-back-scaled.png,9
gb-refrigerador-no-frost-con-dispensador-renx22415dn-enxuta,Refrigerador No frost con dispensador – RENX22415DN – Enxuta,Refrigerador No frost con dispensador – RENX22415DN – Enxuta,Enxuta,Electro,"Heladeras, Enxuta",TRUE,Título,Default Title,RENX22415DN,650.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/RENX22415DN-800x800-1.png,1
gb-refrigerador-no-frost-con-dispensador-renx22415dn-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/RENX22415DN-abierta-800x800-1.png,2
gb-refrigerador-no-frost-con-dispensador-renx22415dn-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/RENX22415DN-abierta-llena-800x800-1.png,3
gb-refrigerador-no-frost-con-dispensador-renx22415dn-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/PR3369_01-ENXUTA-RENX22415DN.png,4
gb-refrigerador-no-frost-con-dispensador-renx22415dn-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/SAFETY-LABEL-RENX22415DI-N-W-PR3370-scaled.png,5
gb-refrigerador-no-frost-con-dispensador-renx22415di-enxuta,Refrigerador No frost con dispensador – RENX22415DI – Enxuta,Refrigerador No frost con dispensador – RENX22415DI – Enxuta,Enxuta,Electro,"Heladeras, Enxuta",TRUE,Título,Default Title,RENX22415DI,655.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/RENX22415DI-800x800-1.png,1
gb-refrigerador-no-frost-con-dispensador-renx22415di-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/PR3369_01-ENXUTA-RENX22415DI.png,2
gb-refrigerador-no-frost-con-dispensador-renx22415di-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/06/SAFETY-LABEL-RENX22415DI-N-W-PR3370-scaled.png,3
gb-lavarropas-carga-superior-lenx27880-1-enxuta,Lavarropas Carga superior – LENX27880-1 – Enxuta,Lavarropas Carga superior – LENX27880-1 – Enxuta,Enxuta,Electro,"Lavarropas, Enxuta",TRUE,Título,Default Title,LENX27880-1,295.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/06/LENX27880-1-800x800-1.png,1
gb-lavarropas-smart-carga-frontal-lenxs01050t-1-enxuta,Lavarropas Smart Carga Frontal Inverter – LENXS01050T-1 – Enxuta,Lavarropas Smart Carga Frontal Inverter – LENXS01050T-1 – Enxuta,Enxuta,Electro,"Lavarropas, Enxuta",TRUE,Título,Default Title,LENXS01050T-1,555.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LENXS01050T-1-frente-800x800-1.png,1
gb-lavarropas-smart-carga-frontal-lenxs01050t-1-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENXS01050T-1-lateral.png,2
gb-dispensador-de-mesa-agua-fria-caliente-bmenx920-enxuta,Dispensador de Mesa Agua Fría / Caliente – BMENX920 – Enxuta,Dispensador de Mesa Agua Fría / Caliente – BMENX920 – Enxuta,Enxuta,Electro,"Otros, Enxuta",TRUE,Título,Default Title,BMENX920,75.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/BMENX920-superior-800x800-1.png,1
gb-dispensador-de-mesa-agua-fria-caliente-bmenx920-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/BMENX920-derecha-scaled.png,2
gb-dispensador-de-mesa-agua-fria-caliente-bmenx920-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/BMENX920-800x800-1.png,3
gb-dispensador-de-mesa-agua-fria-caliente-bmenx920-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/BMENX920-izquierda-800x800-1.png,4
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-12002,Aire Acondicionado Inverter SMART 12000 BTU – Enxuta – AAENXI222S – 12002,Aire Acondicionado Inverter SMART 12000 BTU – Enxuta – AAENXI222S – 12002,Enxuta,Electro,"Climatización, Enxuta",TRUE,Título,Default Title,AAENXI222S-12002,415.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/02/AAENXI222S-18002-800x800-1.png,1
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-12002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Unidad-exterior.png,2
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-12002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/AAENX222-12000-control-800x800-1.png,3
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-12002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/PR2111-ENXUTA-AAENXI222S-12001-cliente.png,4
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-18002,Aire Acondicionado Inverter SMART 18000 BTU – Enxuta – AAENXI222S – 18002,Aire Acondicionado Inverter SMART 18000 BTU – Enxuta – AAENXI222S – 18002,Enxuta,Electro,"Climatización, Enxuta",TRUE,Título,Default Title,AAENXI222S-18002,619.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/02/AAENXI222S-18002-800x800-1.png,1
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-18002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Unidad-exterior.png,2
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-18002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/AAENX222-12000-control-800x800-1.png,3
gb-aire-acondicionado-inverter-smart-enxuta-aaenxi222s-18002,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/PR2113-ENXUTA-AAENXI222S-18001-cliente.png,4
gb-lavarropas-carga-frontal-lenx161150w-enxuta,Lavarropas Carga frontal Inverter – LENX161150W – Enxuta,Lavarropas Carga frontal Inverter – LENX161150W – Enxuta,Enxuta,Electro,"Lavarropas, Enxuta",TRUE,Título,Default Title,LENX161150W,509.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX161150W-sin-800x800-1-1.png,1
gb-lavarropas-carga-frontal-lenx161150w-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX161150W-abierto-sin-800x800-1-1.png,2
gb-refrigerador-no-frost-side-by-side-renxsbs9511n-enxuta,Refrigerador No frost Side by Side – RENXSBS9511N – Enxuta,Refrigerador No frost Side by Side – RENXSBS9511N – Enxuta,Enxuta,Electro,"Heladeras, Enxuta",TRUE,Título,Default Title,RENXSBS9511N,880.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/RENXSBS9511N-800x800-1-1.png,1
gb-refrigerador-no-frost-side-by-side-renxsbs9511n-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/RENXSBS9511N-abierto-800x800-1-1.png,2
gb-refrigerador-no-frost-side-by-side-renxsbs9511n-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/PR3326_01-ENXUTA-RENXSBS9511N-1.png,3
gb-refrigerador-no-frost-side-by-side-renxsbs9511n-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Safety-label-NO-USAR-1.png,4
