Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position,Status,Command
jm-xi-lav60,lavarropas inverter xion carga frontal - 6 kgs,"<ul><li>Motor BLDC Inverter</li><li>12 programas</li><li>Centrifugado: 600/800/1000/1200 RPM</li><li>Eficiencia enrgética: A+++</li><li>Temperatura: 20 a 90°C</li><li>Cuba en Acero Inoxidable</li><li>Potencia nominal (W): 1750</li><li>Dimensiones: 59,8 X 40,5 X 84,5 CM</li><li>Peso neto: 50Kg</li></ul>",Xion,Electro,"Lavarropas, Xion, stock-verificado",TRUE,Color,COLOR UNICO,XI-LAV60-CU-U,11979.00,,10,deny,https://f.fcdn.app/imgs/541ebb/joacamar.com.uy/joacuy/974f/original/catalogo/XI-LAV60_CU_1/1024-1024/lavarropas-inverter-xion-carga-frontal-6-kgs-color-unico.jpg,1,active,
jm-xi-lav60,,,,,,,,,,,,,,https://f.fcdn.app/imgs/bbb87a/joacamar.com.uy/joacuy/ef39/original/catalogo/XI-LAV60_CU_2/1024-1024/lavarropas-inverter-xion-carga-frontal-6-kgs-color-unico.jpg,2,,
jm-xi-lav60,,,,,,,,,,,,,,https://f.fcdn.app/imgs/55121c/joacamar.com.uy/joacuy/a6a1/original/catalogo/XI-LAV60_CU_3/1024-1024/lavarropas-inverter-xion-carga-frontal-6-kgs-color-unico.jpg,3,,
jm-xi-led40smart,"tv led smart 40"" HD","<ul><li>Sistema operativo Android 12</li><li>WIFI</li><li>Memoria 1GB RAM, 8GB ROM</li><li>Sintonizador digital ISDBT</li><li>2 HDMI (1 ARC)</li><li>2 Puertos USB Movie</li><li>Audio IN</li><li>Control remoto</li><li>Medidas: 89x50 cm</li></ul>",Xion,Electro,"TV, Xion, stock-verificado",TRUE,Color,COLOR UNICO,XI-LED40SMART-CU-U,9616.00,9907.00,10,deny,https://f.fcdn.app/imgs/c10035/joacamar.com.uy/joacuy/70d6/original/catalogo/XI-LED40SMART_CU_1/1024-1024/tv-led-smart-40-hd-color-unico.jpg,1,active,
jm-xi-mnt15,"LED monitor portátil 15,6""","<ul><li>LED MONITOR PORTATIL 15,6""</li><li>Resolucion: 1920 x 1080.</li><li>Tiempo de repuesta: 60 Hz</li><li>Relación de aspecto: 16:09</li><li>Brillo: 250 cd/m²</li><li>Contraste: 800:1</li><li>Color de mantalla: 262K</li><li>MINI HDMI</li><li>USB Type C</li><li>Entrada de auriculares 3.5mm.</li><li>Incluye: Folding leather case.</li><li>1 año de garantía</li></ul>",Xion,Electro,"Tecnología, Xion, stock-verificado",TRUE,Color,COLOR UNICO,XI-MNT15-CU-U,4808.00,5347.00,10,deny,https://f.fcdn.app/imgs/764132/joacamar.com.uy/joacuy/63f9/original/catalogo/XI-MNT15_CU_1/1024-1024/led-monitor-portatil-15-6-color-unico.jpg,1,active,
jm-xi-mnt15,,,,,,,,,,,,,,https://f.fcdn.app/imgs/e83b66/joacamar.com.uy/joacuy/c154/original/catalogo/XI-MNT15_CU_2/1024-1024/led-monitor-portatil-15-6-color-unico.jpg,2,,
jm-xi-mnt15,,,,,,,,,,,,,,https://f.fcdn.app/imgs/f70ee9/joacamar.com.uy/joacuy/aaaa/original/catalogo/XI-MNT15_CU_3/1024-1024/led-monitor-portatil-15-6-color-unico.jpg,3,,
jm-xi-mnt15,,,,,,,,,,,,,,https://f.fcdn.app/imgs/6ebe3b/joacamar.com.uy/joacuy/bc9a/original/catalogo/XI-MNT15_CU_4/1024-1024/led-monitor-portatil-15-6-color-unico.jpg,4,,
jm-xi-mnt15,,,,,,,,,,,,,,https://f.fcdn.app/imgs/f58e50/joacamar.com.uy/joacuy/0089/original/catalogo/XI-MNT15_CU_5/1024-1024/led-monitor-portatil-15-6-color-unico.jpg,5,,
jm-xi-fr75,airfryer freidora sin aceite digital 5L,<ul><li>Sistema de cocción por aire air flow 360°</li><li>Panel de control digital.</li><li>6 funciones/programas</li><li>Selector de temperatura regulable de 80° a 200°c</li><li>Cesto extraíble con paredes antiadherentes.</li><li>Gran capacidad de 5lts.</li><li>Timer digital de 0´a 60´.</li><li>Paredes frías</li><li>Apagado automático con señal sonora</li><li>Protección contra sobrecalentamiento</li><li>Potencia: 1500w.</li><li>Voltaje: 220/240v</li><li>Frecuencia: 50/60hz</li><li>1 año de garantía</li></ul>,Xion,Electro,"Freidoras, Xion, stock-verificado",TRUE,Color,COLOR UNICO,XI-FR75-CU-U,2446.00,,10,deny,https://f.fcdn.app/imgs/9e17c9/joacamar.com.uy/joacuy/965f/original/catalogo/XI-FR75_CU_1/1024-1024/airfryer-freidora-sin-aceite-digital-5l-color-unico.jpg,1,active,
jm-xi-fr75,,,,,,,,,,,,,,https://f.fcdn.app/imgs/fc8ad9/joacamar.com.uy/joacuy/24b8/original/catalogo/XI-FR75_CU_2/1024-1024/airfryer-freidora-sin-aceite-digital-5l-color-unico.jpg,2,,
jm-xi-fr75,,,,,,,,,,,,,,https://f.fcdn.app/imgs/cf19a3/joacamar.com.uy/joacuy/1ffc/original/catalogo/XI-FR75_CU_3/1024-1024/airfryer-freidora-sin-aceite-digital-5l-color-unico.jpg,3,,
jm-xi-fr75,,,,,,,,,,,,,,https://f.fcdn.app/imgs/b76821/joacamar.com.uy/joacuy/6b52/original/catalogo/XI-FR75_CU_4/1024-1024/airfryer-freidora-sin-aceite-digital-5l-color-unico.jpg,4,,
jm-xi-fr75,,,,,,,,,,,,,,https://f.fcdn.app/imgs/3e7564/joacamar.com.uy/joacuy/41e8/original/catalogo/XI-FR75_CU_5/1024-1024/airfryer-freidora-sin-aceite-digital-5l-color-unico.jpg,5,,
